代码,名称,收盘价,涨跌幅,技术形态,买入信号,MA5,MA10,MA20,MA60,布林带上轨,布林线中轨,布林线下轨,布林带位置,MACD_DIF,MACD_DEA,MACD柱,MACD信号,多头排列
301290.SZ,东星医疗,32.07,4.16%,阳线,观望,33.33,34.8,33.1,30.52,37.6,33.1,28.59,布林带内,0.9,1.23,-0.66,无信号,否
301291.SZ,明阳电气,55.04,1.93%,阳线,观望,56.25,56.25,58.12,58.19,64.52,58.12,51.73,布林带内,-0.36,0.03,-0.77,无信号,否
301292.SZ,海科新源,74.66,0.82%,阳线,观望,76.06,79.71,83.46,77.33,95.44,83.46,71.48,布林带内,-2.28,-0.56,-3.44,无信号,否
301293.SZ,三博脑科,64.69,1.24%,阳线||布林带下轨,观望,82.84,86.47,86.6,91.6,98.84,86.6,74.36,下轨下方,-2.57,-1.05,-3.05,无信号,否
301296.SZ,新巨丰,7.18,1.41%,阳线||布林带下轨,观望,7.42,7.59,7.74,8.05,8.23,7.74,7.25,下轨下方,-0.18,-0.12,-0.11,无信号,否
301297.SZ,富乐德,50.4,1.00%,阳线||多头排列||MA5上穿MA10,多头排列,51.49,50.97,47.14,39.68,56.02,47.14,38.27,布林带内,3.56,3.5,0.13,无信号,是
301298.SZ,东利机械,15.77,2.80%,阳线,观望,,,,,,,,,,,,,
301299.SZ,卓创资讯,60.33,4.59%,阳线,观望,,,,,,,,,,,,,
301300.SZ,远翔新材,38.83,3.60%,阳线||布林带下轨,观望,41.18,42.66,44.75,46.77,50.33,44.75,39.17,下轨下方,-1.68,-1.1,-1.16,无信号,否
301301.SZ,川宁生物,9.27,0.43%,价升,观望,,,,,,,,,,,,,
301302.SZ,华如科技,27.97,1.93%,阳线||布林带下轨||MA5上穿MA10,观望,39.26,39.25,38.27,39.38,44.94,38.27,31.6,下轨下方,0.24,0.71,-0.94,死叉,否
301303.SZ,真兰仪表,14.24,1.86%,阳线||布林带下轨,观望,19.79,20.76,21.9,22.71,26.0,21.9,17.79,下轨下方,-1.07,-0.5,-1.15,无信号,否
301305.SZ,朗坤科技,24.5,0.29%,价升||布林带下轨,观望,25.51,26.06,26.89,26.7,29.23,26.89,24.56,下轨下方,-0.43,-0.12,-0.62,无信号,否
301306.SZ,西测测试,141.18,2.77%,阳线,观望,143.16,152.56,157.89,142.01,180.58,157.89,135.21,布林带内,-2.82,1.09,-7.83,无信号,否
301308.SZ,江波龙,549.5,1.95%,价升,观望,563.51,574.09,494.88,382.06,673.58,494.88,316.18,布林带内,55.12,56.08,-1.93,死叉,否
301310.SZ,鑫宏业,29.05,1.75%,阳线,观望,,,,,,,,,,,,,
301311.SZ,昆船智能,16.1,1.45%,阳线||布林带下轨,观望,16.43,16.7,16.87,17.44,17.57,16.87,16.18,下轨下方,-0.22,-0.14,-0.17,无信号,否
301312.SZ,智立方,136.2,20.00%,阳线||布林带下轨,观望,307.98,336.78,342.83,304.46,444.6,342.83,241.05,下轨下方,-9.56,8.3,-35.72,无信号,否
301313.SZ,凡拓数创,47.65,1.15%,阳线||多头排列||MA5上穿MA10,多头排列,48.48,43.57,39.79,34.33,50.5,39.79,29.08,布林带内,3.9,2.86,2.08,无信号,是
301314.SZ,科瑞思,51.74,5.42%,阳线||布林带下轨,观望,65.8,68.72,68.97,65.28,77.84,68.97,60.11,下轨下方,-0.44,1.22,-3.33,无信号,否
301316.SZ,慧博云通,47.19,4.75%,阳线,观望,52.63,55.6,53.52,47.57,64.0,53.52,43.04,布林带内,1.38,2.7,-2.63,无信号,否
301317.SZ,鑫磊股份,78.68,5.07%,阳线||多头排列||MA5上穿MA10,多头排列,78.82,75.86,68.34,60.16,85.52,68.34,51.16,布林带内,5.53,4.73,1.61,无信号,是
301318.SZ,维海德,24.42,2.13%,阳线||布林带下轨,观望,45.13,48.17,50.03,54.02,62.51,50.03,37.54,下轨下方,-3.1,-1.42,-3.36,无信号,否
301319.SZ,唯特偶,89.24,5.19%,阳线,观望,,,,,,,,,,,,,
301320.SZ,豪江智能,16.08,1.64%,阳线||布林带下轨,观望,16.8,17.23,17.52,17.75,18.74,17.52,16.3,下轨下方,-0.28,-0.09,-0.37,无信号,否
301321.SZ,翰博高新,30.94,3.93%,阳线||布林带下轨,观望,42.85,43.74,41.21,35.0,50.08,41.21,32.35,下轨下方,1.94,2.85,-1.83,死叉,否
301322.SZ,绿通科技,57.0,0.74%,阳线||多头排列||布林带下轨||MA5上穿MA10,多头排列,99.42,95.54,89.83,78.25,117.69,89.83,61.97,下轨下方,5.04,5.86,-1.64,死叉,是
301323.SZ,新莱福,83.1,3.76%,阳线||多头排列||MA5上穿MA10,多头排列,82.37,79.67,74.42,64.55,86.4,74.42,62.44,布林带内,4.83,4.19,1.28,无信号,是
301325.SZ,曼恩斯特,46.86,8.47%,阳线||布林带下轨,观望,51.72,52.45,53.2,56.16,56.77,53.2,49.62,下轨下方,-1.09,-0.78,-0.62,死叉,否
301326.SZ,捷邦科技,185.34,4.11%,阳线,观望,178.37,183.49,177.8,154.34,202.08,177.8,153.51,布林带内,7.21,8.76,-3.09,无信号,否
301327.SZ,华宝新能,58.96,0.22%,价升||布林带下轨,观望,103.07,109.71,114.4,118.36,141.06,114.4,87.74,下轨下方,-6.42,-2.45,-7.92,无信号,否
301328.SZ,维峰电子,86.2,4.01%,阳线,观望,116.02,119.2,107.76,87.97,137.1,107.76,78.41,布林带内,7.76,9.43,-3.34,死叉,否
301329.SZ,信音电子,27.05,2.89%,阳线||多头排列,多头排列,27.16,27.16,26.22,24.74,28.79,26.22,23.65,布林带内,0.8,0.8,-0.01,死叉,是
301330.SZ,熵基科技,29.51,1.06%,阳线||布林带下轨,观望,44.86,47.0,50.33,54.81,62.32,50.33,38.33,下轨下方,-3.38,-2.05,-2.67,无信号,否
301331.SZ,恩威医药,26.29,2.38%,阳线||布林带下轨,观望,38.64,40.69,41.51,42.36,48.83,41.51,34.2,下轨下方,-1.4,-0.28,-2.24,无信号,否
301332.SZ,德尔玛,9.02,1.12%,价升||布林带下轨,观望,9.32,9.51,9.6,9.6,10.07,9.6,9.12,下轨下方,-0.09,-0.01,-0.15,无信号,否
301335.SZ,天元宠物,23.23,2.47%,阳线||布林带下轨,观望,32.07,33.97,35.73,37.39,42.3,35.73,29.16,下轨下方,-1.81,-0.81,-2.01,无信号,否
301336.SZ,趣睡科技,55.5,2.89%,阳线||多头排列||MA5上穿MA10,多头排列,56.73,56.52,55.65,54.61,59.11,55.65,52.18,布林带内,0.74,0.82,-0.15,死叉,是
301337.SZ,亚华电子,27.88,3.76%,阳线,观望,28.21,28.38,28.36,29.07,29.3,28.36,27.43,布林带内,-0.15,-0.09,-0.11,无信号,否
301338.SZ,凯格精机,202.2,6.42%,阳线||布林带下轨,观望,258.81,272.02,272.64,251.52,317.02,272.64,228.26,下轨下方,1.22,8.57,-14.69,无信号,否
301349.SZ,信德新材,52.58,6.48%,阳线,观望,,,,,,,,,,,,,
301353.SZ,普莱得,29.07,2.72%,阳线||布林带下轨,观望,36.61,38.06,38.08,37.49,42.82,38.08,33.35,下轨下方,-0.42,0.35,-1.54,无信号,否
301355.SZ,南王科技,12.32,3.27%,阳线||布林带下轨,观望,12.76,13.0,13.08,13.04,13.79,13.08,12.36,下轨下方,-0.09,0.02,-0.22,无信号,否
301357.SZ,北方长龙,99.38,0.28%,阳线||布林带下轨,观望,134.72,144.62,150.08,164.98,177.25,150.08,122.92,下轨下方,-8.94,-5.25,-7.38,无信号,否
301359.SZ,东南电子,23.56,4.11%,阳线,观望,,,,,,,,,,,,,
301360.SZ,荣旗科技,92.1,4.50%,阳线||多头排列||MA5上穿MA10,多头排列,91.7,90.76,87.52,78.94,95.83,87.52,79.21,布林带内,3.81,3.85,-0.07,死叉,是
301361.SZ,众智科技,46.04,2.65%,阳线||多头排列||MA5上穿MA10,多头排列,44.66,42.62,39.85,39.71,46.61,39.85,33.09,布林带内,1.81,1.02,1.58,无信号,是
301362.SZ,民爆光电,238.73,20.00%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,211.2,196.94,176.2,137.02,227.57,176.2,124.84,上轨上方,21.14,16.92,8.45,无信号,是
301365.SZ,矩阵股份,35.18,1.18%,阳线||布林带下轨,观望,51.69,54.88,55.2,48.15,65.55,55.2,44.86,下轨下方,0.12,2.06,-3.89,无信号,否
301366.SZ,一博科技,43.19,4.80%,阳线||布林带下轨,观望,91.25,98.7,99.43,90.82,127.33,99.43,71.53,下轨下方,-1.28,3.21,-8.98,无信号,否
301369.SZ,联动科技,274.66,0.45%,阳线||多头排列||MA5上穿MA10,多头排列,368.18,364.94,314.82,248.11,434.93,314.82,194.71,布林带内,33.58,34.48,-1.8,死叉,是
301372.SZ,科净源,38.18,1.35%,阳线||多头排列||MA5上穿MA10,多头排列,39.17,39.16,37.01,31.32,42.44,37.01,31.59,布林带内,2.14,2.35,-0.41,无信号,是
301373.SZ,凌玮科技,139.6,12.94%,阳线,观望,130.43,136.25,127.53,90.51,156.52,127.53,98.54,布林带内,11.07,13.03,-3.93,无信号,否
301376.SZ,致欧科技,18.79,3.70%,价升||多头排列||MA5上穿MA10,多头排列,19.08,19.06,18.4,18.04,20.19,18.4,16.62,布林带内,0.42,0.36,0.13,无信号,是
301377.SZ,鼎泰高科,310.63,20.00%,阳线,观望,,,,,,,,,,,,,
301378.SZ,通达海,33.44,1.30%,阳线||布林带下轨,观望,66.23,71.05,71.14,71.54,90.36,71.14,51.91,下轨下方,-2.24,0.52,-5.51,无信号,否
301379.SZ,天山电子,32.93,1.98%,阳线||多头排列||布林带下轨||MA5上穿MA10,多头排列,61.4,59.87,56.95,53.88,73.75,56.95,40.15,下轨下方,1.37,2.37,-2.01,死叉,是
301380.SZ,挖金客,35.98,1.27%,价升||布林带下轨,观望,50.96,52.27,51.54,50.87,60.06,51.54,43.03,下轨下方,-0.39,0.64,-2.05,死叉,否
301381.SZ,赛维时代,20.9,9.25%,阳线,观望,21.16,22.32,22.33,21.66,24.3,22.33,20.37,布林带内,-0.15,0.16,-0.62,无信号,否
301382.SZ,蜂助手,50.39,6.22%,阳线||布林带下轨,观望,76.95,80.33,76.83,65.63,94.26,76.83,59.4,下轨下方,2.41,4.74,-4.67,无信号,否
301386.SZ,未来电器,25.25,3.06%,阳线||布林带下轨,观望,27.24,27.7,27.8,28.27,29.4,27.8,26.2,下轨下方,-0.29,-0.06,-0.47,无信号,否
301387.SZ,光大同创,116.89,2.54%,阳线||多头排列||MA5上穿MA10,多头排列,142.05,133.7,114.68,93.09,161.2,114.68,68.15,布林带内,14.47,12.45,4.04,无信号,是
301388.SZ,欣灵电气,31.47,2.44%,阳线,观望,33.1,33.85,33.53,35.12,35.63,33.53,31.43,布林带内,-0.29,-0.1,-0.38,无信号,否
301389.SZ,隆扬电子,77.52,10.19%,阳线,观望,74.67,75.7,70.86,60.49,83.68,70.86,58.05,布林带内,4.33,4.56,-0.46,无信号,否
301390.SZ,经纬股份,36.41,1.53%,阳线,观望,37.54,38.0,37.71,38.6,39.91,37.71,35.51,布林带内,-0.13,0.01,-0.28,无信号,否
301392.SZ,汇成真空,202.3,8.24%,阳线,观望,,,,,,,,,,,,,
301395.SZ,仁信新材,13.1,2.34%,阳线||布林带下轨,观望,22.07,24.22,24.03,25.58,30.24,24.03,17.82,下轨下方,-1.02,-0.17,-1.7,无信号,否
301396.SZ,宏景科技,312.6,5.16%,价升||布林带下轨,观望,477.13,511.42,535.28,361.73,651.1,535.28,419.47,下轨下方,14.91,43.47,-57.13,无信号,否
301399.SZ,英特科技,21.24,3.76%,阳线,观望,,,,,,,,,,,,,
301408.SZ,华人健康,17.87,0.28%,价升,观望,18.46,19.3,20.18,19.23,22.87,20.18,17.48,布林带内,-0.38,0.03,-0.81,无信号,否
301418.SZ,协昌科技,43.97,4.00%,阳线||多头排列||MA5上穿MA10,多头排列,43.79,43.66,42.74,40.12,45.59,42.74,39.89,布林带内,1.08,1.15,-0.14,无信号,是
301419.SZ,阿莱德,47.01,6.12%,阳线||布林带下轨,观望,51.83,52.89,52.38,50.35,56.72,52.38,48.04,下轨下方,-0.1,0.37,-0.95,无信号,否
301421.SZ,波长光电,131.93,10.02%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,117.14,112.34,107.17,97.59,124.03,107.17,90.31,上轨上方,6.29,4.29,4.0,无信号,是
301428.SZ,世纪恒通,34.7,4.27%,阳线,观望,35.57,35.77,34.9,35.27,37.78,34.9,32.02,布林带内,0.11,0.14,-0.06,死叉,否
301429.SZ,森泰股份,22.53,3.73%,阳线,观望,23.27,23.48,22.67,21.68,25.05,22.67,20.29,布林带内,0.54,0.63,-0.17,无信号,否
301439.SZ,泓淋电力,17.04,3.40%,阳线,观望,17.68,17.79,17.39,17.26,18.55,17.39,16.24,布林带内,0.18,0.23,-0.09,死叉,否
301446.SZ,福事特,44.17,0.73%,价升||布林带下轨,观望,55.32,56.29,55.09,53.4,62.4,55.09,47.79,下轨下方,0.57,1.28,-1.43,死叉,否
301448.SZ,开创电气,36.86,0.90%,阳线||布林带下轨,观望,47.71,49.36,50.5,52.39,57.29,50.5,43.71,下轨下方,-1.57,-0.56,-2.01,无信号,否
301449.SZ,天溯计量,69.82,0.82%,阳线||MACD金叉,MACD金叉,70.47,70.77,72.29,76.84,80.66,72.29,63.91,布林带内,-1.96,-1.98,0.02,金叉,否
301456.SZ,盘古智能,31.35,2.99%,阳线||多头排列||MA5上穿MA10,多头排列,32.11,32.06,31.85,31.08,33.32,31.85,30.37,布林带内,0.32,0.43,-0.22,无信号,是
301458.SZ,钧崴电子,44.66,10.14%,阳线,观望,42.79,43.36,42.02,38.24,45.86,42.02,38.18,布林带内,1.5,1.61,-0.23,无信号,否
301459.SZ,丰茂股份,43.05,4.80%,阳线||布林带下轨||MA5上穿MA10,观望,50.7,50.6,50.01,51.06,54.66,50.01,45.35,下轨下方,-0.16,0.01,-0.33,死叉,否
301468.SZ,博盈特焊,52.27,3.10%,阳线,观望,54.81,57.54,56.78,57.17,64.78,56.78,48.77,布林带内,-0.07,0.74,-1.63,无信号,否
301469.SZ,恒达新材,36.35,0.72%,阳线||多头排列||MA5上穿MA10,多头排列,37.52,37.44,37.39,35.68,38.48,37.39,36.31,布林带内,0.52,0.69,-0.33,无信号,是
301479.SZ,弘景光电,120.01,7.44%,阳线||布林带下轨,观望,152.62,164.01,162.56,143.42,192.36,162.56,132.76,下轨下方,1.39,6.51,-10.24,无信号,否
301486.SZ,致尚科技,258.8,9.99%,阳线||多头排列||MA5上穿MA10,多头排列,257.64,250.42,233.78,193.32,277.28,233.78,190.28,布林带内,18.33,18.0,0.66,无信号,是
301487.SZ,盟固利,25.99,2.32%,阳线||MACD金叉||多头排列||MA5上穿MA10,MACD金叉;多头排列,25.46,25.38,24.75,23.15,26.8,24.75,22.69,布林带内,0.79,0.78,0.02,金叉,是
301488.SZ,豪恩汽电,161.49,2.29%,阳线,观望,,,,,,,,,,,,,
301489.SZ,思泉新材,269.5,0.68%,阳线||多头排列||MA5上穿MA10,多头排列,359.13,343.5,329.06,283.68,392.52,329.06,265.6,布林带内,17.34,20.18,-5.7,死叉,是
301498.SZ,乖宝宠物,45.9,0.22%,价升,观望,46.69,48.35,52.26,54.93,61.06,52.26,43.47,布林带内,-2.4,-1.7,-1.4,无信号,否
301499.SZ,维科精密,37.63,2.59%,阳线,观望,37.77,38.1,37.12,34.17,39.71,37.12,34.53,布林带内,1.06,1.23,-0.35,无信号,否
301500.SZ,飞南资源,27.09,2.77%,阳线||布林带下轨,观望,36.18,39.45,39.88,34.28,48.3,39.88,31.45,下轨下方,0.24,1.86,-3.23,无信号,否
301501.SZ,恒鑫生活,30.66,0.49%,价升||布林带下轨,观望,43.13,45.38,48.54,53.93,59.17,48.54,37.92,下轨下方,-3.56,-2.38,-2.35,无信号,否
301503.SZ,智迪科技,35.39,4.00%,阳线||布林带下轨,观望,36.67,37.06,37.28,37.88,38.76,37.28,35.79,下轨下方,-0.34,-0.15,-0.38,无信号,否
301505.SZ,苏州规划,20.82,1.17%,阳线,观望,,,,,,,,,,,,,
301507.SZ,民生健康,13.69,0.88%,阳线||布林带下轨,观望,14.08,14.48,14.62,14.66,15.45,14.62,13.79,下轨下方,-0.16,-0.03,-0.27,无信号,否
301508.SZ,中机认检,27.97,0.90%,阳线||布林带下轨,观望,28.74,29.37,29.74,30.7,31.23,29.74,28.25,下轨下方,-0.48,-0.29,-0.38,无信号,否
301509.SZ,金凯生科,32.47,1.75%,阳线||布林带下轨,观望,44.37,46.88,50.3,55.35,62.35,50.3,38.26,下轨下方,-4.19,-2.99,-2.41,无信号,否
301510.SZ,固高科技,39.99,1.14%,阳线||多头排列||MA5上穿MA10,多头排列,40.81,40.7,39.09,34.78,44.63,39.09,33.56,布林带内,1.88,2.02,-0.29,无信号,是
301511.SZ,德福科技,108.5,10.43%,阳线||多头排列||MA5上穿MA10,多头排列,135.16,134.04,119.4,77.36,161.67,119.4,77.12,布林带内,15.66,17.7,-4.08,死叉,是
301512.SZ,智信精密,54.38,4.76%,阳线,观望,53.76,54.65,52.83,50.0,57.57,52.83,48.1,布林带内,1.38,1.5,-0.25,无信号,否
301513.SZ,尚水智能,85.06,3.08%,阳线||MA5上穿MA10,观望,86.24,85.12,85.11,85.11,93.35,85.11,76.86,布林带内,-3.05,-3.66,1.22,无信号,否
301515.SZ,港通医疗,23.56,3.65%,阳线,观望,24.15,24.38,24.24,23.98,25.52,24.24,22.97,布林带内,0.08,0.21,-0.26,无信号,否
301516.SZ,中远通,21.29,2.85%,阳线||多头排列||MA5上穿MA10,多头排列,21.82,21.69,21.0,19.56,23.16,21.0,18.84,布林带内,0.58,0.63,-0.11,无信号,是
301517.SZ,陕西华达,65.16,2.55%,阳线||布林带下轨,观望,87.22,92.98,94.83,87.84,111.31,94.83,78.36,下轨下方,-1.55,1.56,-6.22,无信号,否
301518.SZ,长华化学,34.79,3.36%,阳线,观望,35.14,36.06,37.92,41.66,43.25,37.92,32.6,布林带内,-1.8,-1.57,-0.46,无信号,否
301519.SZ,舜禹股份,15.01,2.88%,阳线,观望,15.41,15.62,15.51,15.1,16.49,15.51,14.53,布林带内,0.12,0.23,-0.22,无信号,否
301520.SZ,万邦医药,40.49,1.48%,阳线||布林带下轨,观望,41.51,42.26,42.61,43.38,44.66,42.61,40.56,下轨下方,-0.66,-0.4,-0.52,无信号,否
301522.SZ,上大股份,31.96,1.24%,阳线,观望,32.44,32.59,32.31,33.53,33.95,32.31,30.67,布林带内,-0.06,-0.05,-0.02,死叉,否
301525.SZ,儒竞科技,84.23,0.54%,阳线||MA5上穿MA10,观望,80.28,79.24,76.59,78.43,84.75,76.59,68.43,布林带内,1.63,0.6,2.05,无信号,否
301526.SZ,国际复材,20.49,15.05%,阳线||多头排列||MA5上穿MA10,多头排列,18.92,18.9,17.71,14.36,21.47,17.71,13.96,布林带内,1.4,1.43,-0.07,无信号,是
301528.SZ,多浦乐,70.29,1.66%,阳线,观望,70.55,71.95,72.41,66.76,76.42,72.41,68.4,布林带内,0.91,1.65,-1.49,无信号,否
301529.SZ,福赛科技,177.61,2.13%,价升||多头排列||MA5上穿MA10,多头排列,170.94,165.14,148.07,125.19,188.88,148.07,107.27,布林带内,14.32,12.09,4.46,无信号,是
301531.SZ,春光集团,91.02,1.25%,价升,观望,,,,,,,,,,,,,
301533.SZ,威马农机,30.94,1.58%,阳线||布林带下轨,观望,32.01,32.63,33.05,33.88,34.86,33.05,31.25,下轨下方,-0.49,-0.25,-0.47,无信号,否
301536.SZ,星宸科技,89.16,1.73%,阳线||多头排列||MA5上穿MA10,多头排列,91.32,91.01,87.62,79.36,96.08,87.62,79.17,布林带内,3.59,3.86,-0.55,无信号,是
301538.SZ,骏鼎达,106.49,2.84%,阳线||多头排列||布林带下轨||MA5上穿MA10,多头排列,196.52,195.88,174.78,163.92,242.84,174.78,106.73,下轨下方,7.76,10.22,-4.91,死叉,是
301539.SZ,宏鑫科技,17.62,2.03%,阳线,观望,18.05,18.4,18.72,19.62,20.02,18.72,17.43,布林带内,-0.43,-0.32,-0.22,无信号,否
301548.SZ,崇德科技,88.41,3.82%,阳线||布林带下轨,观望,120.54,125.34,123.42,115.99,142.73,123.42,104.11,下轨下方,0.92,3.81,-5.78,无信号,否
301552.SZ,科力装备,29.8,2.65%,阳线,观望,,,,,,,,,,,,,
301555.SZ,惠柏新材,41.01,4.03%,阳线||多头排列||MA5上穿MA10,多头排列,41.67,40.47,38.89,37.56,42.97,38.89,34.81,布林带内,1.3,1.05,0.49,无信号,是
301556.SZ,托普云农,76.05,0.56%,阳线||布林带下轨,观望,79.1,83.16,85.74,89.19,95.4,85.74,76.08,下轨下方,-2.53,-1.34,-2.38,无信号,否
301557.SZ,常友科技,115.78,4.33%,阳线,观望,115.61,116.03,113.15,106.28,122.42,113.15,103.88,布林带内,2.55,2.91,-0.72,无信号,否
301558.SZ,三态股份,7.65,1.06%,阳线||布林带下轨,观望,7.95,8.18,8.3,8.45,8.81,8.3,7.79,下轨下方,-0.14,-0.06,-0.16,无信号,否
301559.SZ,中集环科,15.72,1.55%,阳线,观望,,,,,,,,,,,,,
301560.SZ,众捷汽车,39.43,1.89%,价升,观望,40.95,43.61,42.71,40.72,47.91,42.71,37.51,布林带内,0.13,0.8,-1.33,无信号,否
301563.SZ,云汉芯城,171.1,5.54%,阳线,观望,170.53,170.83,168.74,158.53,178.2,168.74,159.28,布林带内,2.95,3.62,-1.35,无信号,否
301565.SZ,中仑新材,23.63,8.34%,阳线||布林带上轨||MA5上穿MA10,观望,22.65,22.52,22.18,22.41,23.53,22.18,20.83,上轨上方,0.23,0.14,0.18,无信号,否
301566.SZ,达利凯普,31.42,11.22%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,29.12,28.14,26.41,23.65,30.61,26.41,22.21,上轨上方,1.84,1.49,0.69,无信号,是
301567.SZ,贝隆精密,47.88,3.68%,阳线||MA5上穿MA10,观望,47.48,46.86,45.26,45.46,49.2,45.26,41.31,布林带内,0.96,0.68,0.56,无信号,否
301568.SZ,思泰克,65.1,11.45%,阳线,观望,,,,,,,,,,,,,
301575.SZ,艾芬达,47.1,1.71%,阳线,观望,47.3,47.6,46.9,47.1,49.1,46.9,44.7,布林带内,0.29,0.31,-0.04,死叉,否
301577.SZ,美信科技,74.44,4.74%,阳线||多头排列||MA5上穿MA10,多头排列,75.32,75.31,71.99,67.73,80.02,71.99,63.96,布林带内,2.52,2.5,0.05,无信号,是
301578.SZ,辰奕智能,35.69,3.42%,阳线||布林带下轨,观望,56.08,58.67,58.92,59.07,70.31,58.92,47.53,下轨下方,-1.36,0.28,-3.28,死叉,否
301580.SZ,爱迪特,63.5,3.39%,阳线||布林带下轨,观望,83.39,93.17,99.82,104.77,123.86,99.82,75.78,下轨下方,-6.26,-2.53,-7.45,无信号,否
301581.SZ,黄山谷捷,49.25,2.93%,阳线,观望,50.02,50.19,48.97,48.54,52.25,48.97,45.69,布林带内,0.67,0.68,-0.04,死叉,否
301584.SZ,建发致新,24.27,0.08%,阳线,观望,24.79,25.52,26.08,27.37,27.91,26.08,24.24,布林带内,-0.76,-0.56,-0.4,无信号,否
301585.SZ,蓝宇股份,28.62,1.89%,阳线||布林带下轨,观望,36.01,37.34,38.53,38.42,43.88,38.53,33.19,下轨下方,-0.92,-0.09,-1.65,无信号,否
301586.SZ,佳力奇,42.31,4.21%,阳线,观望,42.67,43.83,43.52,45.3,45.94,43.52,41.09,布林带内,-0.45,-0.27,-0.36,无信号,否
301587.SZ,中瑞股份,29.09,8.26%,阳线,观望,28.37,28.47,29.08,26.99,31.05,29.08,27.11,布林带内,0.18,0.4,-0.43,无信号,否
301588.SZ,美新科技,40.13,20.01%,阳线||MACD金叉||多头排列||MA5上穿MA10,MACD金叉;多头排列,35.89,35.77,33.74,27.24,41.16,33.74,26.33,布林带内,2.9,2.87,0.05,金叉,是
301589.SZ,诺瓦星云,180.2,0.38%,价升||布林带下轨,观望,311.04,321.18,321.66,320.06,391.48,321.66,251.84,下轨下方,-6.49,2.42,-17.81,死叉,否
301590.SZ,优优绿能,198.87,2.51%,阳线,观望,200.85,204.04,193.67,188.52,219.36,193.67,167.98,布林带内,5.3,5.02,0.56,无信号,否
301591.SZ,肯特股份,47.17,7.06%,阳线||MA5上穿MA10,观望,46.42,46.19,43.9,44.39,49.15,43.9,38.65,布林带内,1.0,0.64,0.71,无信号,否
301592.SZ,六九一二,124.05,1.43%,阳线,观望,126.41,129.19,130.01,122.69,137.48,130.01,122.54,布林带内,0.8,2.21,-2.83,无信号,否
301595.SZ,太力科技,48.92,3.18%,阳线,观望,,,,,,,,,,,,,
301596.SZ,瑞迪智驱,89.5,2.64%,阳线||多头排列||MA5上穿MA10,多头排列,112.98,109.18,103.54,99.9,122.58,103.54,84.5,布林带内,3.23,3.07,0.34,无信号,是
301598.SZ,博科测试,65.95,2.09%,阳线,观望,,,,,,,,,,,,,
301599.SZ,理奇智能,71.3,0.21%,价升,观望,,,,,,,,,,,,,
301600.SZ,慧翰股份,116.01,3.22%,阳线||布林带下轨,观望,163.92,171.19,170.29,168.01,200.46,170.29,140.13,下轨下方,-1.66,2.57,-8.45,无信号,否
301601.SZ,惠通科技,20.42,0.89%,价升,观望,20.97,21.51,22.06,24.24,23.88,22.06,20.25,布林带内,-0.78,-0.68,-0.22,无信号,否
301607.SZ,富特科技,56.36,2.98%,阳线||布林带下轨,观望,72.7,73.7,73.64,68.8,83.1,73.64,64.18,下轨下方,0.45,1.61,-2.32,死叉,否
301608.SZ,博实结,63.73,0.63%,阳线,观望,,,,,,,,,,,,,
301609.SZ,山大电力,48.74,1.67%,阳线||MA5上穿MA10,观望,50.12,49.88,47.98,50.03,52.73,47.98,43.24,布林带内,0.43,0.2,0.46,无信号,否
301611.SZ,珂玛科技,117.04,2.77%,阳线||多头排列||MA5上穿MA10,多头排列,120.16,119.12,113.61,108.47,127.66,113.61,99.57,布林带内,4.23,3.82,0.82,无信号,是
301613.SZ,新铝时代,45.6,1.31%,阳线||布林带下轨,观望,64.26,67.88,69.71,72.26,81.57,69.71,57.84,下轨下方,-2.62,-0.83,-3.57,无信号,否
301617.SZ,博苑新材,68.65,4.86%,阳线||布林带下轨,观望,84.17,85.67,82.87,80.83,93.55,82.87,72.18,下轨下方,1.07,1.92,-1.71,死叉,否
301618.SZ,长联科技,55.03,4.84%,阳线||布林带下轨,观望,70.32,72.02,70.69,69.72,79.72,70.69,61.66,下轨下方,-0.05,0.94,-1.98,死叉,否
