代码,名称,收盘价,涨跌幅,技术形态,买入信号,MA5,MA10,MA20,MA60,布林带上轨,布林线中轨,布林线下轨,布林带位置,MACD_DIF,MACD_DEA,MACD柱,MACD信号,多头排列
301048.SZ,金鹰重工,10.53,1.35%,阳线,观望,10.91,11.12,11.1,11.26,11.69,11.1,10.52,布林带内,-0.1,-0.03,-0.13,无信号,否
301049.SZ,超越科技,24.19,2.33%,阳线,观望,24.87,25.24,25.08,24.11,27.0,25.08,23.16,布林带内,0.29,0.49,-0.41,无信号,否
301050.SZ,雷电微力,37.86,2.02%,阳线||布林带下轨,观望,88.02,97.24,102.76,118.25,136.83,102.76,68.69,下轨下方,-10.03,-5.72,-8.61,无信号,否
301051.SZ,信濠光电,26.22,0.81%,价升||布林带下轨,观望,56.64,61.44,60.98,57.91,78.52,60.98,43.43,下轨下方,-1.13,1.39,-5.04,死叉,否
301052.SZ,果麦文化,29.56,1.69%,阳线,观望,,,,,,,,,,,,,
301055.SZ,张小泉,39.5,2.62%,阳线||多头排列||MA5上穿MA10,多头排列,39.91,39.03,35.76,27.72,43.51,35.76,28.02,布林带内,3.15,3.08,0.16,无信号,是
301056.SZ,森赫股份,14.62,4.50%,阳线,观望,15.45,16.0,15.74,16.06,17.09,15.74,14.38,布林带内,-0.15,-0.04,-0.23,无信号,否
301057.SZ,汇隆新材,33.62,6.73%,阳线||MACD金叉,MACD金叉,32.43,32.67,33.2,35.72,35.43,33.2,30.98,布林带内,-0.52,-0.62,0.19,金叉,否
301058.SZ,中粮科工,9.13,1.00%,阳线||布林带下轨,观望,9.84,10.23,10.37,10.81,11.17,10.37,9.57,下轨下方,-0.25,-0.14,-0.23,无信号,否
301059.SZ,金三江,15.15,3.06%,阳线||布林带下轨,观望,27.1,29.04,28.71,28.33,35.6,28.71,21.82,下轨下方,-0.6,0.41,-2.01,无信号,否
301060.SZ,兰卫医学,10.55,1.74%,阳线,观望,11.3,11.49,11.17,11.06,12.33,11.17,10.01,布林带内,0.1,0.16,-0.12,死叉,否
301063.SZ,海锅股份,22.39,1.87%,阳线||布林带下轨,观望,23.36,23.69,24.33,25.75,26.11,24.33,22.55,下轨下方,-0.61,-0.44,-0.33,无信号,否
301065.SZ,本立科技,22.94,3.01%,阳线||布林带下轨,观望,33.18,35.01,35.97,36.18,42.32,35.97,29.61,下轨下方,-1.18,-0.13,-2.1,无信号,否
301066.SZ,万事利,15.62,2.29%,阳线||布林带下轨,观望,21.03,22.38,21.78,21.31,25.65,21.78,17.91,下轨下方,-0.09,0.41,-1.02,无信号,否
301067.SZ,显盈科技,30.3,4.09%,阳线||布林带下轨,观望,51.21,54.57,58.17,59.42,72.32,58.17,44.02,下轨下方,-3.34,-1.11,-4.46,无信号,否
301068.SZ,大地海洋,32.42,0.78%,价升||布林带下轨,观望,52.11,55.51,58.64,55.66,71.85,58.64,45.43,下轨下方,-2.15,0.15,-4.6,无信号,否
301069.SZ,凯盛新材,23.81,4.06%,阳线,观望,,,,,,,,,,,,,
301070.SZ,开勒股份,96.09,5.27%,阳线||布林带下轨,观望,126.94,137.87,138.32,114.49,164.55,138.32,112.08,下轨下方,0.47,5.95,-10.97,无信号,否
301071.SZ,力量钻石,64.96,8.83%,阳线||布林带下轨,观望,189.18,199.63,197.86,176.96,264.78,197.86,130.93,下轨下方,0.2,9.63,-18.86,死叉,否
301072.SZ,中捷精工,25.23,3.61%,阳线,观望,25.21,25.34,24.78,23.67,26.67,24.78,22.89,布林带内,0.55,0.62,-0.14,无信号,否
301075.SZ,多瑞医药,88.2,3.68%,阳线||多头排列||MA5上穿MA10,多头排列,87.26,85.78,83.53,77.84,90.69,83.53,76.37,布林带内,3.3,3.16,0.28,无信号,是
301076.SZ,新瀚新材,32.77,4.76%,阳线,观望,,,,,,,,,,,,,
301077.SZ,星华新材,29.39,3.20%,阳线,观望,,,,,,,,,,,,,
301079.SZ,邵阳液压,40.19,1.70%,阳线||布林带下轨,观望,52.04,55.82,56.72,55.81,65.96,56.72,47.47,下轨下方,-1.81,-0.08,-3.48,无信号,否
301081.SZ,严牌股份,21.15,15.01%,阳线||多头排列||MA5上穿MA10,多头排列,23.56,23.14,21.89,19.71,25.4,21.89,18.39,布林带内,0.97,0.99,-0.04,死叉,是
301082.SZ,久盛电气,11.5,2.40%,阳线,观望,,,,,,,,,,,,,
301083.SZ,百胜智能,16.87,2.99%,阳线,观望,17.38,17.62,17.61,18.36,18.57,17.61,16.65,布林带内,-0.2,-0.13,-0.14,无信号,否
301085.SZ,亚康股份,81.57,7.36%,阳线||多头排列||MA5上穿MA10,多头排列,82.04,80.61,77.67,68.75,86.6,77.67,68.74,布林带内,3.6,3.69,-0.18,无信号,是
301086.SZ,鸿富瀚,247.97,4.81%,阳线||布林带下轨,观望,338.75,341.38,320.19,243.65,388.09,320.19,252.3,下轨下方,22.91,29.67,-13.51,死叉,否
301093.SZ,华兰股份,130.6,18.50%,阳线||多头排列||MA5上穿MA10,多头排列,145.13,141.3,126.78,115.05,160.44,126.78,93.12,布林带内,9.24,8.21,2.05,无信号,是
301095.SZ,广立微,102.98,0.80%,价升||多头排列||MA5上穿MA10,多头排列,108.56,107.98,97.66,83.9,120.98,97.66,74.35,布林带内,7.45,7.25,0.39,无信号,是
301096.SZ,百诚医药,64.6,0.28%,价升,观望,64.74,65.07,62.48,56.21,68.32,62.48,56.65,布林带内,2.29,2.38,-0.18,死叉,否
301097.SZ,天益医疗,61.57,2.82%,阳线||多头排列||MA5上穿MA10,多头排列,61.84,61.47,60.81,58.64,62.94,60.81,58.68,布林带内,0.91,0.93,-0.04,死叉,是
301098.SZ,金埔园林,10.57,3.63%,阳线||布林带下轨,观望,14.93,15.52,14.9,14.09,17.76,14.9,12.04,下轨下方,0.2,0.52,-0.64,死叉,否
301099.SZ,雅创电子,64.25,4.47%,阳线||布林带下轨,观望,98.21,103.08,101.01,87.71,122.44,101.01,79.58,下轨下方,1.38,4.77,-6.79,无信号,否
301100.SZ,风光股份,17.97,3.99%,阳线||布林带下轨,观望,19.08,19.3,19.61,20.6,20.71,19.61,18.5,下轨下方,-0.35,-0.22,-0.25,无信号,否
301101.SZ,明月镜片,34.97,0.63%,价升||布林带下轨,观望,51.72,54.54,55.31,55.59,65.12,55.31,45.49,下轨下方,-1.44,0.1,-3.08,无信号,否
301102.SZ,兆讯传媒,10.82,1.12%,价升||布林带下轨,观望,20.34,21.72,22.17,22.97,27.57,22.17,16.77,下轨下方,-1.0,-0.22,-1.55,无信号,否
301103.SZ,何氏眼科,18.3,0.99%,价升||布林带下轨,观望,25.31,26.65,27.55,28.55,32.13,27.55,22.97,下轨下方,-1.1,-0.41,-1.39,无信号,否
301105.SZ,鸿铭股份,55.62,0.47%,价升||布林带下轨,观望,57.98,59.09,59.07,58.55,62.32,59.07,55.82,下轨下方,-0.42,0.06,-0.97,无信号,否
301106.SZ,骏成科技,34.6,2.49%,阳线||布林带下轨,观望,47.38,49.95,49.98,46.49,57.92,49.98,42.04,下轨下方,0.07,1.47,-2.79,无信号,否
301107.SZ,瑜欣电子,29.0,3.53%,阳线||布林带下轨,观望,38.39,39.39,39.92,41.3,45.16,39.92,34.67,下轨下方,-0.99,-0.33,-1.32,死叉,否
301108.SZ,洁雅股份,24.48,1.24%,阳线,观望,,,,,,,,,,,,,
301109.SZ,军信股份,15.06,0.94%,阳线,观望,,,,,,,,,,,,,
301111.SZ,粤万年青,30.13,16.33%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,26.46,25.28,22.73,21.19,28.82,22.73,16.64,上轨上方,1.88,1.2,1.35,无信号,是
301112.SZ,信邦智能,37.08,1.51%,阳线,观望,37.3,37.47,36.71,35.54,39.24,36.71,34.19,布林带内,0.66,0.7,-0.08,死叉,否
301113.SZ,雅艺科技,26.18,2.67%,阳线||布林带下轨,观望,34.52,36.05,36.07,35.98,41.35,36.07,30.79,下轨下方,-0.58,0.23,-1.62,无信号,否
301115.SZ,联检科技,26.85,6.97%,阳线,观望,26.89,26.96,24.98,23.25,29.8,24.98,20.16,布林带内,1.25,1.15,0.19,无信号,否
301117.SZ,佳缘科技,41.22,1.78%,阳线||布林带下轨,观望,57.06,60.21,61.65,65.34,72.51,61.65,50.78,下轨下方,-2.49,-0.87,-3.24,无信号,否
301118.SZ,恒光股份,33.87,3.26%,阳线||多头排列||MA5上穿MA10,多头排列,34.85,34.34,31.52,28.53,38.36,31.52,24.68,布林带内,2.15,1.98,0.34,无信号,是
301120.SZ,新特电气,23.6,2.43%,阳线||布林带下轨||MA5上穿MA10,观望,32.98,32.32,32.02,34.73,38.31,32.02,25.72,下轨下方,-0.59,-0.46,-0.25,死叉,否
301121.SZ,紫建电子,41.21,4.73%,阳线||布林带下轨,观望,53.52,54.35,54.23,53.85,61.01,54.23,47.45,下轨下方,-0.27,0.56,-1.67,死叉,否
301122.SZ,采纳股份,28.9,2.92%,阳线||布林带下轨,观望,37.17,41.1,42.22,42.15,50.15,42.22,34.29,下轨下方,-1.44,-0.05,-2.78,无信号,否
301123.SZ,奕东电子,82.7,12.36%,阳线||多头排列||MA5上穿MA10,多头排列,78.38,76.67,72.29,63.57,82.87,72.29,61.72,布林带内,4.17,3.77,0.8,无信号,是
301125.SZ,腾亚精工,24.96,2.72%,阳线||布林带下轨,观望,44.95,47.72,48.55,46.22,60.26,48.55,36.84,下轨下方,-0.95,0.89,-3.67,无信号,否
301126.SZ,达嘉维康,11.37,1.79%,阳线,观望,11.73,11.95,11.89,11.92,12.59,11.89,11.19,布林带内,-0.02,0.05,-0.15,无信号,否
301127.SZ,武汉天源,14.33,7.18%,阳线||布林带下轨,观望,18.0,18.8,19.74,22.29,22.95,19.74,16.53,下轨下方,-1.32,-1.02,-0.61,无信号,否
301128.SZ,强瑞技术,137.49,3.88%,阳线,观望,,,,,,,,,,,,,
301129.SZ,瑞纳智能,28.88,6.96%,阳线||布林带下轨,观望,48.1,50.39,50.75,50.14,61.42,50.75,40.08,下轨下方,-1.1,0.47,-3.15,无信号,否
301130.SZ,西点药业,31.23,2.23%,阳线,观望,32.19,32.8,32.43,32.17,34.71,32.43,30.16,布林带内,0.0,0.2,-0.39,无信号,否
301131.SZ,聚赛龙,42.13,2.91%,阳线||布林带下轨,观望,43.63,44.25,44.46,44.72,46.24,44.46,42.68,下轨下方,-0.27,-0.01,-0.54,无信号,否
301132.SZ,满坤科技,36.66,5.98%,阳线,观望,37.0,38.15,39.45,40.51,43.76,39.45,35.14,布林带内,-1.19,-0.78,-0.83,无信号,否
301133.SZ,金钟股份,47.53,3.85%,阳线,观望,46.71,47.67,47.44,42.78,50.04,47.44,44.83,布林带内,0.93,1.32,-0.79,无信号,否
301135.SZ,瑞德智能,26.95,3.06%,阳线,观望,27.91,28.22,28.42,29.42,29.98,28.42,26.87,布林带内,-0.41,-0.3,-0.22,无信号,否
301136.SZ,招标股份,14.56,1.96%,阳线,观望,15.1,15.66,15.87,16.21,17.2,15.87,14.53,布林带内,-0.3,-0.12,-0.37,无信号,否
301138.SZ,华研精机,31.97,1.52%,阳线||布林带下轨,观望,34.49,35.18,36.31,38.9,40.39,36.31,32.22,下轨下方,-1.41,-1.13,-0.56,无信号,否
301141.SZ,中科磁业,53.8,3.12%,阳线||布林带下轨,观望,71.8,76.45,76.31,76.44,89.12,76.31,63.5,下轨下方,-1.47,0.52,-3.97,无信号,否
301148.SZ,嘉戎技术,70.5,0.92%,价升,观望,,,,,,,,,,,,,
301149.SZ,隆华新材,13.12,1.78%,阳线,观望,13.86,14.26,14.12,13.3,15.16,14.12,13.07,布林带内,0.13,0.31,-0.34,无信号,否
301150.SZ,中一科技,70.68,6.48%,阳线||布林带下轨,观望,212.44,240.27,236.33,203.21,325.12,236.33,147.53,下轨下方,-3.23,11.58,-29.61,无信号,否
301151.SZ,冠龙节能,17.13,0.41%,阳线||布林带下轨,观望,18.45,18.7,18.98,20.03,20.27,18.98,17.7,下轨下方,-0.45,-0.35,-0.2,无信号,否
301152.SZ,天力锂能,31.09,2.88%,阳线,观望,31.57,32.45,32.62,30.27,35.81,32.62,29.43,布林带内,0.3,0.75,-0.9,无信号,否
301153.SZ,中科江南,19.97,0.05%,价升,观望,,,,,,,,,,,,,
301155.SZ,海力风电,70.5,8.28%,阳线||MA5上穿MA10,观望,69.87,68.28,65.95,72.78,72.91,65.95,59.0,布林带内,0.05,-0.88,1.86,无信号,否
301156.SZ,美农生物,20.12,2.50%,阳线||布林带下轨,观望,35.4,37.62,37.94,37.43,46.69,37.94,29.2,下轨下方,-0.96,0.38,-2.69,无信号,否
301157.SZ,华塑科技,76.21,2.43%,阳线,观望,78.59,80.4,77.81,68.19,86.07,77.81,69.56,布林带内,2.33,3.2,-1.75,无信号,否
301158.SZ,德石股份,24.51,0.04%,价升,观望,26.46,27.24,26.87,27.12,29.45,26.87,24.28,布林带内,0.04,0.31,-0.54,无信号,否
301159.SZ,三维天地,38.58,0.60%,价升,观望,40.09,40.41,40.23,42.86,42.74,40.23,37.72,布林带内,-0.6,-0.56,-0.08,死叉,否
301160.SZ,翔楼新材,62.07,2.24%,阳线||布林带下轨,观望,84.46,87.57,87.44,88.57,100.68,87.44,74.2,下轨下方,-1.31,0.43,-3.49,死叉,否
301161.SZ,唯万密封,34.28,0.94%,阳线||多头排列||MA5上穿MA10,多头排列,34.64,34.51,33.33,32.58,35.99,33.33,30.68,布林带内,0.84,0.75,0.18,无信号,是
301162.SZ,国能日新,51.45,3.94%,阳线,观望,,,,,,,,,,,,,
301163.SZ,宏德股份,29.74,3.88%,阳线,观望,30.51,31.36,31.46,31.04,33.8,31.46,29.12,布林带内,-0.15,0.17,-0.64,无信号,否
301165.SZ,锐捷网络,98.49,6.35%,阳线||布林带下轨,观望,129.31,135.93,136.52,128.56,157.3,136.52,115.73,下轨下方,-1.18,2.44,-7.26,无信号,否
301166.SZ,优宁维,30.23,1.44%,阳线||布林带下轨,观望,32.23,33.01,33.03,33.47,34.91,33.03,31.15,下轨下方,-0.32,-0.05,-0.54,无信号,否
301167.SZ,建研设计,16.98,3.16%,阳线||布林带下轨,观望,23.27,24.42,24.75,24.76,28.65,24.75,20.85,下轨下方,-0.57,0.06,-1.27,无信号,否
301168.SZ,通灵股份,48.36,6.38%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,46.78,45.68,44.52,43.34,48.18,44.52,40.86,上轨上方,0.98,0.62,0.71,无信号,是
301170.SZ,锡南科技,28.5,2.19%,阳线,观望,29.21,29.84,29.85,29.88,31.43,29.85,28.27,布林带内,-0.15,0.07,-0.43,无信号,否
301172.SZ,君逸数码,38.5,0.79%,价升||布林带下轨,观望,49.43,50.1,47.44,41.9,55.83,47.44,39.05,下轨下方,1.89,2.44,-1.09,死叉,否
301173.SZ,毓恬冠佳,39.45,1.47%,阳线,观望,,,,,,,,,,,,,
301175.SZ,中科环保,5.79,0.17%,价升,观望,,,,,,,,,,,,,
301176.SZ,逸豪新材,46.47,13.65%,阳线||多头排列||MA5上穿MA10,多头排列,42.56,40.98,38.41,31.37,48.29,38.41,28.52,布林带内,3.37,3.06,0.63,无信号,是
301177.SZ,迪阿股份,28.6,0.03%,价升||布林带下轨,观望,32.78,34.07,33.73,33.54,36.88,33.73,30.57,下轨下方,-0.21,0.28,-0.97,无信号,否
301178.SZ,天亿马,57.52,5.16%,阳线||布林带下轨,观望,75.97,79.99,79.37,73.85,91.98,79.37,66.77,下轨下方,-0.08,2.06,-4.29,无信号,否
301179.SZ,泽宇智能,25.24,2.85%,阳线||布林带下轨,观望,69.93,75.41,76.49,75.16,101.77,76.49,51.21,下轨下方,-3.7,-0.06,-7.28,无信号,否
301180.SZ,万祥科技,16.45,3.01%,阳线,观望,16.82,17.73,18.08,19.47,19.97,18.08,16.19,布林带内,-0.76,-0.55,-0.43,无信号,否
301182.SZ,凯旺科技,92.87,9.76%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,84.3,79.47,73.96,62.97,88.95,73.96,58.96,上轨上方,6.14,4.6,3.09,无信号,是
301183.SZ,东田微,248.78,2.60%,阳线,观望,248.39,252.15,223.4,184.91,290.05,223.4,156.74,布林带内,18.97,18.52,0.9,无信号,否
301185.SZ,鸥玛软件,17.24,2.93%,阳线||布林带下轨,观望,18.15,18.51,18.86,19.81,20.1,18.86,17.61,下轨下方,-0.47,-0.34,-0.27,无信号,否
301188.SZ,力诺药包,49.15,13.48%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,42.92,39.09,33.3,24.42,47.01,33.3,19.6,上轨上方,5.4,4.01,2.79,无信号,是
301189.SZ,奥尼电子,93.9,4.00%,阳线||多头排列||MA5上穿MA10,多头排列,94.91,94.46,89.64,64.04,103.88,89.64,75.41,布林带内,7.42,8.63,-2.42,无信号,是
301190.SZ,善水科技,23.86,5.58%,阳线,观望,23.87,24.82,24.69,24.15,26.61,24.69,22.77,布林带内,0.07,0.3,-0.45,无信号,否
301191.SZ,菲菱科思,164.9,9.87%,阳线||布林带下轨,观望,201.35,205.88,203.79,182.85,228.39,203.79,179.2,下轨下方,2.26,6.09,-7.67,无信号,否
301192.SZ,泰祥股份,26.01,2.12%,阳线||布林带下轨,观望,26.93,27.48,27.66,28.36,29.28,27.66,26.04,下轨下方,-0.32,-0.14,-0.37,无信号,否
301195.SZ,北路智控,31.39,1.85%,阳线||布林带下轨,观望,46.44,48.55,49.75,51.38,58.61,49.75,40.9,下轨下方,-1.78,-0.51,-2.54,无信号,否
301196.SZ,唯科科技,146.95,4.46%,阳线,观望,152.84,155.23,138.86,114.61,176.68,138.86,101.03,布林带内,10.72,11.02,-0.6,死叉,否
301197.SZ,工大科雅,33.53,1.58%,价升,观望,35.1,36.59,33.49,27.05,41.21,33.49,25.77,布林带内,2.35,2.82,-0.94,无信号,否
301198.SZ,喜悦智行,18.34,2.80%,阳线||布林带下轨,观望,28.61,29.77,30.06,27.27,35.95,30.06,24.16,下轨下方,0.12,1.08,-1.91,无信号,否
301199.SZ,迈赫股份,23.21,1.13%,阳线||布林带下轨,观望,31.12,31.95,31.73,32.52,36.16,31.73,27.3,下轨下方,-0.54,-0.04,-1.01,死叉,否
301200.SZ,大族数控,274.0,9.84%,阳线,观望,,,,,,,,,,,,,
301202.SZ,朗威股份,42.72,2.94%,阳线,观望,44.1,44.63,43.87,42.37,47.05,43.87,40.69,布林带内,0.53,0.77,-0.47,无信号,否
301203.SZ,国泰环保,46.01,2.72%,阳线,观望,,,,,,,,,,,,,
301205.SZ,联特科技,256.8,4.68%,阳线||布林带下轨,观望,436.72,477.56,475.79,431.0,598.13,475.79,353.45,下轨下方,-8.18,13.12,-42.61,无信号,否
301206.SZ,三元生物,26.15,0.81%,阳线||布林带下轨,观望,41.27,43.71,44.46,45.06,53.22,44.46,35.69,下轨下方,-1.49,-0.14,-2.71,无信号,否
301207.SZ,华兰疫苗,19.02,0.26%,阳线||布林带下轨,观望,29.79,32.12,31.98,32.01,38.94,31.98,25.03,下轨下方,-0.99,0.04,-2.07,无信号,否
301208.SZ,中亦科技,32.78,1.83%,阳线||布林带下轨,观望,56.14,59.8,61.66,64.44,75.56,61.66,47.75,下轨下方,-2.99,-0.92,-4.13,无信号,否
301209.SZ,联合化学,90.05,2.96%,阳线||布林带下轨,观望,118.42,122.13,125.22,127.34,143.09,125.22,107.35,下轨下方,-3.68,-1.28,-4.81,无信号,否
301210.SZ,金杨精密,44.53,4.56%,阳线||布林带下轨,观望,57.82,58.69,56.25,55.56,66.46,56.25,46.04,下轨下方,0.51,1.23,-1.45,死叉,否
301212.SZ,联盛化学,34.73,5.76%,阳线,观望,34.81,34.9,32.2,30.45,37.93,32.2,26.47,布林带内,1.59,1.42,0.35,无信号,否
301213.SZ,观想科技,73.37,4.58%,阳线,观望,73.3,74.02,73.52,73.6,78.12,73.52,68.91,布林带内,0.36,0.64,-0.56,无信号,否
301215.SZ,中汽股份,6.17,1.48%,阳线||布林带下轨,观望,6.35,6.47,6.52,6.62,6.8,6.52,6.25,下轨下方,-0.06,-0.02,-0.08,无信号,否
301217.SZ,铜冠铜箔,90.93,9.65%,阳线,观望,87.56,88.92,78.15,54.55,111.57,78.15,44.72,布林带内,10.23,10.89,-1.31,无信号,否
301218.SZ,华是科技,37.6,4.47%,阳线||布林带下轨,观望,50.1,50.75,51.77,52.66,59.13,51.77,44.4,下轨下方,-1.18,-0.37,-1.62,死叉,否
301219.SZ,腾远钴业,83.44,4.56%,阳线||布林带下轨,观望,181.74,201.41,208.28,184.88,269.12,208.28,147.44,下轨下方,-5.02,6.54,-23.12,无信号,否
301220.SZ,亚香股份,40.58,2.35%,阳线||布林带下轨,观望,54.44,56.33,55.44,56.77,63.58,55.44,47.29,下轨下方,-0.98,-0.06,-1.86,死叉,否
301221.SZ,光庭信息,53.2,1.51%,阳线||MA5上穿MA10,观望,52.98,52.7,51.83,53.32,55.55,51.83,48.11,布林带内,0.21,-0.09,0.59,无信号,否
301222.SZ,浙江恒威,47.1,3.74%,阳线,观望,45.85,48.55,48.46,40.06,55.11,48.46,41.8,布林带内,1.61,2.53,-1.84,无信号,否
301223.SZ,中荣股份,17.97,0.62%,阳线||布林带下轨,观望,18.92,19.58,20.11,20.41,21.8,20.11,18.43,下轨下方,-0.47,-0.22,-0.51,无信号,否
301226.SZ,祥明智能,38.39,0.68%,阳线||布林带下轨,观望,60.34,64.42,64.45,65.62,77.57,64.45,51.33,下轨下方,-2.24,-0.23,-4.01,无信号,否
301227.SZ,森鹰窗业,35.21,5.04%,阳线,观望,34.94,35.5,34.54,36.51,37.59,34.54,31.49,布林带内,-0.15,-0.3,0.3,无信号,否
301228.SZ,实朴检测,67.98,3.03%,阳线||多头排列||MA5上穿MA10,多头排列,66.8,64.52,60.58,50.28,70.61,60.58,50.55,布林带内,4.5,4.11,0.77,无信号,是
301229.SZ,纽泰格,16.62,0.36%,价升||布林带下轨,观望,30.38,32.49,33.51,35.93,41.71,33.51,25.3,下轨下方,-1.97,-0.82,-2.3,无信号,否
301231.SZ,荣信文化,28.97,3.39%,阳线,观望,29.78,30.37,30.64,32.62,32.66,30.64,28.62,布林带内,-0.69,-0.54,-0.28,无信号,否
301232.SZ,飞沃科技,146.18,4.27%,阳线,观望,,,,,,,,,,,,,
301233.SZ,盛帮股份,60.66,2.64%,阳线,观望,62.12,62.41,60.4,56.51,65.4,60.4,55.41,布林带内,1.66,1.86,-0.41,无信号,否
301234.SZ,五洲医疗,39.85,3.72%,阳线,观望,40.55,41.35,41.78,40.72,43.82,41.78,39.73,布林带内,-0.09,0.27,-0.72,无信号,否
301235.SZ,华康洁净,73.08,4.21%,阳线||多头排列||MA5上穿MA10,多头排列,73.87,69.65,61.85,54.01,80.03,61.85,43.67,布林带内,5.94,4.76,2.36,无信号,是
301236.SZ,软通动力,38.55,1.13%,阳线||布林带下轨,观望,80.51,87.1,90.8,94.42,116.28,90.8,65.32,下轨下方,-4.9,-1.15,-7.51,无信号,否
301237.SZ,和顺科技,73.86,7.20%,阳线,观望,72.97,74.0,72.65,64.78,77.55,72.65,67.75,布林带内,2.36,2.9,-1.08,无信号,否
301238.SZ,瑞泰新材,22.86,5.69%,阳线,观望,22.01,22.1,22.22,21.19,23.43,22.22,21.02,布林带内,0.24,0.29,-0.11,无信号,否
301239.SZ,普瑞眼科,42.62,4.74%,阳线,观望,41.82,43.13,43.53,38.36,47.91,43.53,39.15,布林带内,0.77,1.39,-1.23,无信号,否
301251.SZ,威尔高,72.8,6.82%,阳线||多头排列||MA5上穿MA10,多头排列,70.43,69.67,67.44,65.14,73.24,67.44,61.64,布林带内,1.73,1.42,0.61,无信号,是
301252.SZ,同星科技,40.99,2.14%,阳线||布林带下轨,观望,79.07,84.92,83.63,81.64,107.33,83.63,59.92,下轨下方,-1.71,1.52,-6.47,无信号,否
301255.SZ,通力科技,34.2,5.62%,阳线||布林带下轨,观望,64.74,67.64,67.67,64.39,84.17,67.67,51.18,下轨下方,-1.08,1.16,-4.5,死叉,否
301256.SZ,华融化学,13.22,0.99%,阳线||布林带下轨,观望,14.16,14.55,14.56,14.64,15.48,14.56,13.64,下轨下方,-0.09,0.06,-0.29,无信号,否
301258.SZ,富士莱,29.32,1.49%,价升||布林带下轨,观望,31.0,31.64,31.62,33.55,33.68,31.62,29.55,下轨下方,-0.67,-0.52,-0.29,无信号,否
301259.SZ,艾布鲁,39.11,0.46%,阳线||布林带下轨,观望,51.65,54.21,52.92,47.33,61.45,52.92,44.4,下轨下方,0.85,2.3,-2.9,无信号,否
301261.SZ,恒工精密,101.83,3.34%,阳线||多头排列||MA5上穿MA10,多头排列,100.26,98.32,91.82,84.6,109.61,91.82,74.03,布林带内,5.19,4.46,1.47,无信号,是
301262.SZ,海看股份,22.16,0.27%,价升||布林带下轨,观望,24.52,25.2,25.64,26.14,27.67,25.64,23.61,下轨下方,-0.5,-0.18,-0.63,无信号,否
301263.SZ,泰恩康,26.61,0.68%,价升||布林带下轨,观望,45.13,48.2,50.88,52.13,62.83,50.88,38.92,下轨下方,-2.72,-0.92,-3.59,无信号,否
301265.SZ,华新科技,27.8,8.34%,阳线,观望,26.58,26.7,26.62,22.72,27.96,26.62,25.27,布林带内,0.87,1.09,-0.44,无信号,否
301266.SZ,宇邦新材,28.15,2.07%,价升,观望,,,,,,,,,,,,,
301267.SZ,华厦眼科,16.89,1.87%,阳线||布林带下轨,观望,24.05,25.76,26.81,26.89,31.8,26.81,21.83,下轨下方,-1.04,-0.21,-1.66,无信号,否
301269.SZ,华大九天,108.69,11.80%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,100.14,97.91,93.43,90.96,105.59,93.43,81.26,上轨上方,3.65,2.29,2.73,无信号,是
301270.SZ,汉仪股份,31.18,3.45%,阳线||布林带下轨,观望,32.32,33.05,33.98,35.04,36.66,33.98,31.3,下轨下方,-0.77,-0.45,-0.64,无信号,否
301272.SZ,英华特,46.35,3.09%,阳线,观望,47.08,47.57,46.58,43.96,49.49,46.58,43.67,布林带内,0.99,1.2,-0.42,无信号,否
301273.SZ,瑞晨环保,43.9,2.88%,价升||多头排列||MA5上穿MA10,多头排列,43.92,43.72,40.15,34.27,48.76,40.15,31.54,布林带内,3.0,2.97,0.05,无信号,是
301277.SZ,新天地,10.56,0.48%,阳线,观望,,,,,,,,,,,,,
301278.SZ,快可电子,39.88,5.64%,阳线||布林带下轨,观望,50.29,52.32,52.81,54.12,59.97,52.81,45.66,下轨下方,-1.1,-0.1,-1.99,无信号,否
301279.SZ,金道科技,26.8,0.79%,价升,观望,,,,,,,,,,,,,
301280.SZ,珠城科技,48.91,1.24%,阳线,观望,,,,,,,,,,,,,
301281.SZ,科源制药,40.55,12.14%,阳线||布林带下轨,观望,51.05,54.4,54.92,58.05,62.88,54.92,46.96,下轨下方,-1.66,-0.47,-2.38,无信号,否
301282.SZ,金禄电子,28.9,10.22%,阳线,观望,,,,,,,,,,,,,
301283.SZ,聚胶股份,30.59,1.29%,价升,观望,,,,,,,,,,,,,
301285.SZ,鸿日达,112.69,0.85%,阳线||多头排列||MA5上穿MA10,多头排列,116.66,116.17,111.0,93.35,124.42,111.0,97.58,布林带内,5.98,6.64,-1.31,无信号,是
301286.SZ,侨源股份,56.99,1.59%,阳线,观望,60.51,60.97,56.26,51.96,68.68,56.26,43.84,布林带内,2.94,3.1,-0.31,死叉,否
301287.SZ,康力源,41.98,1.60%,阳线,观望,43.3,44.38,44.15,43.79,47.49,44.15,40.81,布林带内,-0.1,0.28,-0.75,无信号,否
301289.SZ,国缆检测,54.18,2.56%,阳线||布林带下轨,观望,69.13,72.11,73.22,73.52,82.62,73.22,63.82,下轨下方,-1.66,-0.11,-3.1,无信号,否
