日期,代码,名称,市场板块,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,成交量(手),昨日成交量(手),成交量对比,量能状态,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-22,002255.SZ,海陆重工,深市主板,10.33,0.29%,开,171046,1428,0万元,0.55,6959.0,6.71亿,67141,243276,-72.40%,缩量,65.90万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000701.SZ,厦门信达,深市主板,5.77,2.67%,开,170815,1429,0万元,0.85,5747.0,10.00亿,100012,235855,-57.60%,缩量,38.53万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300165.SZ,天瑞仪器,创业板,6.71,2.44%,开,170523,1430,0万元,0.84,5831.0,8.69亿,86853,207917,-58.23%,缩量,28.22万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301237.SZ,和顺科技,创业板,70.77,2.71%,开,170350,1431,0万元,0.68,5678.0,8085.00万,8085,23724,-65.92%,缩量,41.22万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688186.SH,广大特材,科创板,19.14,2.24%,开,170307,1432,0万元,0.82,5909.0,309.50亿,3094989,7508228,-58.78%,缩量,53.69万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688259.SH,创耀科技,科创板,39.34,1.24%,开,170266,1433,0万元,0.63,6409.0,163.24亿,1632417,5201687,-68.62%,缩量,43.94万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300609.SZ,汇纳科技,创业板,37.57,0.51%,开,170081,1434,0万元,0.58,6754.0,1.79亿,17894,61486,-70.90%,缩量,45.06万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688620.SH,安凯微,科创板,13.35,0.23%,开,169996,1435,0万元,0.56,6887.0,514.33亿,5143289,18503497,-72.20%,缩量,31.01万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601139.SH,深圳燃气,沪市主板,6.52,0.15%,开,169618,1436,0万元,0.66,6885.0,10.62亿,106190,320651,-66.88%,缩量,187.56万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601577.SH,长沙银行,沪市主板,9.24,0.11%,开,169541,1437,0万元,0.98,6900.0,7.50亿,75047,152484,-50.78%,缩量,371.51万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603088.SH,宁波精达,沪市主板,11.94,0.51%,开,169325,1438,0万元,0.49,6680.0,5.59亿,55859,229512,-75.66%,缩量,52.28万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301522.SZ,上大股份,创业板,31.62,0.16%,开,169281,1439,0万元,0.58,6849.0,2.15亿,21541,73669,-70.76%,缩量,87.50万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603310.SH,巍华新材,沪市主板,17.16,2.57%,开,168951,1440,0万元,0.75,5610.0,3.32亿,33157,87851,-62.26%,缩量,33.29万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301259.SZ,艾布鲁,创业板,39.33,1.03%,开,168787,1441,0万元,0.48,6365.0,1.62亿,16152,67842,-76.19%,缩量,36.13万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301580.SZ,爱迪特,创业板,62.13,1.16%,开,168769,1442,0万元,0.63,6299.0,1.01亿,10116,32227,-68.61%,缩量,44.74万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601882.SH,海天精工,沪市主板,23.44,0.09%,开,168746,1443,0万元,0.49,6832.0,2.90亿,28996,117711,-75.37%,缩量,122.36万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600734.SH,*ST实达,沪市主板,2.22,0.91%,开,168315,1444,0万元,0.66,6377.0,28.61亿,286109,865755,-66.95%,缩量,48.35万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688286.SH,敏芯股份,科创板,71.08,0.24%,开,168098,1445,0万元,0.55,6690.0,93.74亿,937432,3428034,-72.65%,缩量,39.85万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000037.SZ,深南电A,深市主板,9.7,0.94%,开,167982,1446,0万元,0.62,6330.0,6.57亿,65657,212379,-69.08%,缩量,32.87万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300557.SZ,理工光科,创业板,37.99,0.53%,开,167576,1447,0万元,0.46,6493.0,1.70亿,17049,74415,-77.09%,缩量,45.36万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300343.SZ,ST联创,创业板,6.7,0.75%,开,167419,1448,0万元,0.67,6366.0,9.52亿,95228,284175,-66.49%,缩量,71.44万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300401.SZ,花园生物,创业板,13.04,1.16%,开,167358,1449,0万元,0.76,6154.0,4.73亿,47259,125008,-62.20%,缩量,69.75万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300834.SZ,星辉环材,创业板,44.72,1.57%,开,167225,1450,0万元,0.55,5939.0,1.33亿,13307,48302,-72.45%,缩量,86.05万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601226.SH,华电科工,沪市主板,8.24,1.48%,开,167179,1451,0万元,0.76,5979.0,7.29亿,72861,191008,-61.85%,缩量,95.77万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300670.SZ,大烨智能,创业板,6.76,2.27%,开,167156,1452,0万元,0.0,5581.0,8.29亿,82902,0,0%,缩量,15.19万,5.7,6.1,4.2,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300200.SZ,高盟新材,创业板,10.38,0.19%,开,167135,1453,0万元,0.42,6617.0,6.37亿,63669,302986,-78.99%,缩量,44.00万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300254.SZ,仟源医药,创业板,13.0,1.64%,开,167119,1454,0万元,0.57,5891.0,4.56亿,45597,159524,-71.42%,缩量,29.37万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300931.SZ,通用电梯,创业板,16.38,2.37%,开,167034,1455,0万元,0.47,5516.0,3.36亿,33646,143866,-76.61%,缩量,32.02万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300807.SZ,天迈科技,创业板,48.37,1.83%,开,167017,1456,0万元,0.75,5786.0,1.19亿,11949,31984,-62.64%,缩量,25.12万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002021.SZ,中捷资源,深市主板,2.95,2.79%,开,166957,1457,0万元,0.64,5302.0,18.05亿,180451,565694,-68.10%,缩量,35.27万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002663.SZ,普邦股份,深市主板,2.07,1.97%,开,166872,1458,0万元,0.61,5702.0,27.64亿,276391,908353,-69.57%,缩量,35.34万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300867.SZ,圣元环保,创业板,22.55,0.22%,开,166861,1459,0万元,0.58,6575.0,2.91亿,29085,99958,-70.90%,缩量,43.21万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688636.SH,智明达,科创板,39.85,0.56%,开,166855,1460,0万元,0.6,6408.0,159.83亿,1598268,5317103,-69.94%,缩量,66.80万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603922.SH,ST金鸿顺,沪市主板,15.05,4.44%,开,166786,1461,0万元,1.33,4458.0,2.97亿,29727,44673,-33.46%,缩量,26.97万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600094.SH,大名城,沪市主板,4.61,1.54%,开,166779,1462,0万元,0.68,5907.0,12.89亿,128853,379637,-66.06%,缩量,98.02万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688658.SH,悦康药业,科创板,18.62,0.11%,开,166677,1463,0万元,0.67,6614.0,356.88亿,3568779,10715826,-66.70%,缩量,83.79万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600901.SH,江苏金租,沪市主板,6.43,0.47%,开,166653,1464,0万元,0.64,6431.0,10.05亿,100536,313834,-67.97%,缩量,372.33万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300828.SZ,锐新科技,创业板,20.39,2.21%,开,166627,1465,0万元,0.58,5560.0,2.72亿,27249,94100,-71.04%,缩量,17.20万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688348.SH,昱能科技,科创板,47.2,0.94%,开,166564,1466,0万元,0.8,6186.0,129.81亿,1298086,3243262,-59.98%,缩量,73.76万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601015.SH,陕西黑猫,沪市主板,3.52,0.86%,开,166177,1467,0万元,0.79,6188.0,17.78亿,177814,452233,-60.68%,缩量,71.90万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300214.SZ,日科化学,创业板,8.24,1.60%,开,166154,1468,0万元,0.57,5814.0,7.08亿,70816,248235,-71.47%,缩量,38.31万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600273.SH,嘉化能源,沪市主板,7.7,1.05%,开,166059,1469,0万元,0.56,6081.0,7.92亿,79204,284081,-72.12%,缩量,100.97万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600191.SH,华资实业,沪市主板,11.13,4.41%,开,166015,1470,0万元,1.24,4397.0,4.00亿,40018,64462,-37.92%,缩量,53.97万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600101.SH,明星电力,沪市主板,9.58,0.63%,开,165881,1471,0万元,0.49,6273.0,6.59亿,65865,269798,-75.59%,缩量,52.49万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601311.SH,骆驼股份,沪市主板,9.2,0.33%,开,165865,1472,0万元,0.59,6423.0,7.00亿,70004,235433,-70.27%,缩量,107.93万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002478.SZ,常宝股份,深市主板,7.72,0.78%,开,165846,1473,0万元,0.56,6193.0,8.00亿,80042,284440,-71.86%,缩量,55.79万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301270.SZ,汉仪股份,创业板,30.99,2.82%,开,165690,1474,0万元,1.15,5159.0,1.67亿,16664,29078,-42.69%,缩量,29.28万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603051.SH,鹿山新材,沪市主板,23.54,2.13%,开,165539,1475,0万元,0.65,5491.0,2.35亿,23501,72335,-67.51%,缩量,38.05万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300445.SZ,康斯特,创业板,24.31,0.45%,开,165522,1476,0万元,0.71,6325.0,2.59亿,25852,72794,-64.49%,缩量,34.17万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300945.SZ,曼卡龙,创业板,13.51,2.12%,开,165492,1477,0万元,1.22,5491.0,4.07亿,40740,66981,-39.18%,缩量,32.21万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600651.SH,飞乐音响,沪市主板,6.9,1.02%,开,165334,1478,0万元,0.64,6021.0,8.72亿,87224,271150,-67.83%,缩量,172.98万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002631.SZ,德尔未来,深市主板,7.61,0.13%,开,165307,1479,0万元,0.78,6465.0,8.43亿,84296,215276,-60.84%,缩量,60.39万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002752.SZ,昇兴股份,深市主板,7.12,1.42%,开,165032,1480,0万元,0.61,5791.0,8.15亿,81465,266530,-69.43%,缩量,69.46万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300159.SZ,*ST新研,创业板,4.14,1.22%,开,164862,1481,0万元,0.61,5875.0,14.21亿,142149,468700,-69.67%,缩量,76.27万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301027.SZ,华蓝集团,创业板,23.04,1.86%,开,164823,1482,0万元,0.64,5554.0,2.42亿,24212,75218,-67.81%,缩量,27.92万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601096.SH,宏盛华源,沪市主板,5.19,0.97%,开,164823,1482,0万元,0.48,5996.0,11.61亿,116131,488775,-76.24%,缩量,85.27万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002289.SZ,*ST宇顺,深市主板,40.43,1.86%,开,164762,1483,0万元,0.54,5544.0,1.38亿,13785,51238,-73.10%,缩量,110.95万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300697.SZ,电工合金,创业板,16.61,1.59%,开,164611,1484,0万元,0.75,5666.0,3.39亿,33901,90285,-62.45%,缩量,55.02万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002454.SZ,松芝股份,深市主板,6.71,0.60%,开,164568,1485,0万元,1.1,6157.0,9.18亿,91789,167422,-45.18%,缩量,58.87万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600873.SH,梅花生物,沪市主板,9.56,0.53%,开,164508,1486,0万元,0.55,6188.0,6.49亿,64864,237835,-72.73%,缩量,268.09万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002875.SZ,安奈儿,深市主板,22.32,0.77%,开,164477,1487,0万元,1.01,6064.0,2.71亿,27107,53539,-49.37%,缩量,40.72万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603868.SH,飞科电器,沪市主板,37.97,2.73%,开,164463,1488,0万元,1.37,5080.0,1.35亿,13489,19732,-31.64%,缩量,165.40万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301157.SZ,华塑科技,创业板,75.0,0.81%,开,164372,1489,0万元,0.58,6034.0,7972.00万,7972,27708,-71.23%,缩量,15.49万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002591.SZ,恒大高新,深市主板,8.52,0.59%,开,164351,1490,0万元,0.9,6140.0,7.17亿,71736,159468,-55.02%,缩量,19.04万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300966.SZ,共同药业,创业板,26.9,1.09%,开,164349,1491,0万元,0.59,5890.0,2.19亿,21916,74652,-70.64%,缩量,20.62万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300234.SZ,开尔新材,创业板,7.38,3.07%,开,164163,1492,0万元,0.69,4880.0,6.67亿,66718,193969,-65.60%,缩量,25.39万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603703.SH,盛洋科技,沪市主板,13.85,1.02%,开,164095,1493,0万元,0.69,5899.0,4.26亿,42606,124091,-65.67%,缩量,57.48万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603218.SH,日月股份,沪市主板,12.21,0.74%,开,164052,1494,0万元,0.95,6034.0,4.97亿,49691,104575,-52.48%,缩量,125.63万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603376.SH,大明电子,沪市主板,32.8,1.20%,开,164016,1495,0万元,0.0,5800.0,1.77亿,17705,0,0%,缩量,10.50万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603937.SH,丽岛新材,沪市主板,14.95,0.61%,开,163528,1496,0万元,0.72,6050.0,4.03亿,40335,112040,-64.00%,缩量,31.23万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002735.SZ,王子新材,深市主板,13.13,0.31%,开,163527,1497,0万元,0.66,6200.0,4.72亿,47167,142444,-66.89%,缩量,37.43万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688759.SH,必贝特-U,科创板,36.8,0.77%,开,163503,1498,0万元,0.0,5967.0,163.46亿,1634622,0,0%,缩量,19.64万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300056.SZ,中创环保,创业板,10.67,0.57%,开,163477,1499,0万元,0.38,6065.0,5.67亿,56665,300616,-81.15%,缩量,41.10万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688589.SH,力合微,科创板,23.64,1.90%,开,163392,1500,0万元,0.66,5391.0,228.22亿,2282182,6902824,-66.94%,缩量,34.36万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603863.SH,松炀资源,沪市主板,17.21,0.29%,开,163386,1501,0万元,1.0,6193.0,3.59亿,35908,71879,-50.04%,缩量,35.22万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300501.SZ,海顺新材,创业板,14.83,1.64%,开,163334,1502,0万元,0.7,5511.0,3.74亿,37404,107616,-65.24%,缩量,21.16万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002849.SZ,威星智能,深市主板,17.68,1.26%,开,163210,1503,0万元,0.55,5691.0,3.23亿,32310,118172,-72.66%,缩量,38.69万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300157.SZ,新锦动力,创业板,5.0,0.60%,开,163128,1504,0万元,0.51,6011.0,12.01亿,120135,473592,-74.63%,缩量,35.39万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300668.SZ,杰恩股份,创业板,59.7,0.69%,开,163097,1505,0万元,0.6,5964.0,9969.00万,9969,33255,-70.02%,缩量,59.52万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603217.SH,元利科技,沪市主板,28.89,1.90%,开,162963,1506,0万元,0.65,5344.0,1.85亿,18515,56841,-67.43%,缩量,60.12万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603682.SH,锦和商管,沪市主板,9.05,3.31%,开,162792,1507,0万元,0.64,4624.0,5.17亿,51718,161225,-67.92%,缩量,42.76万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603599.SH,广信股份,沪市主板,11.61,1.13%,开,162302,1508,0万元,0.53,5664.0,4.91亿,49068,184057,-73.34%,缩量,105.68万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301149.SZ,隆华新材,创业板,12.94,0.39%,开,161969,1509,0万元,0.49,6003.0,4.66亿,46584,188650,-75.31%,缩量,33.80万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002358.SZ,森源电气,深市主板,6.66,0.76%,开,161932,1510,0万元,0.48,5815.0,8.74亿,87416,367095,-76.19%,缩量,61.92万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688185.SH,康希诺,科创板,62.34,0.14%,开,161922,1511,0万元,0.64,6120.0,98.49亿,984933,3056404,-67.77%,缩量,71.30万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301273.SZ,瑞晨环保,创业板,43.1,1.01%,开,161898,1512,0万元,0.72,5686.0,1.32亿,13210,36828,-64.13%,缩量,23.70万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600965.SH,*ST福成,沪市主板,3.55,2.90%,开,161822,1513,0万元,0.86,4733.0,13.59亿,135878,315280,-56.90%,缩量,29.06万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300637.SZ,扬帆新材,创业板,11.1,2.68%,开,161693,1514,0万元,0.65,4828.0,4.41亿,44072,136405,-67.69%,缩量,26.03万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603391.SH,力聚热能,沪市主板,70.48,1.67%,开,161556,1515,0万元,0.8,5319.0,7596.00万,7596,19066,-60.16%,缩量,16.03万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688450.SH,光格科技,科创板,47.76,3.49%,开,161503,1516,0万元,0.98,4406.0,91.63亿,916334,1870420,-51.01%,缩量,23.37万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002154.SZ,报 喜 鸟,深市主板,4.32,1.17%,开,161484,1517,0万元,0.8,5563.0,12.88亿,128781,322265,-60.04%,缩量,50.97万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688517.SH,金冠电气,科创板,23.45,3.76%,开,161415,1518,0万元,0.65,4261.0,184.62亿,1846248,5712110,-67.68%,缩量,32.04万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605118.SH,力鼎光电,沪市主板,40.7,1.34%,开,161283,1519,0万元,0.67,5456.0,1.34亿,13379,39798,-66.38%,缩量,166.41万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301162.SZ,国能日新,创业板,49.63,0.26%,开,161233,1520,0万元,0.5,5992.0,1.21亿,12080,48189,-74.93%,缩量,59.59万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002339.SZ,积成电子,深市主板,9.05,0.89%,开,161169,1521,0万元,0.53,5671.0,6.26亿,62560,237499,-73.66%,缩量,43.32万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600106.SH,重庆路桥,沪市主板,5.72,3.44%,开,160869,1522,0万元,0.46,4369.0,7.77亿,77740,336528,-76.90%,缩量,76.02万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002431.SZ,ST棕榈,深市主板,1.67,4.37%,开,160864,1523,0万元,1.52,3899.0,23.38亿,233821,308057,-24.10%,正常,30.10万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300109.SZ,新开源,创业板,17.66,0.80%,开,160795,1524,0万元,0.69,5680.0,3.21亿,32113,92702,-65.36%,缩量,78.99万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002386.SZ,天原股份,深市主板,6.13,0.99%,开,160712,1525,0万元,0.6,5577.0,9.15亿,91460,305849,-70.10%,缩量,79.78万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605365.SH,立达信,沪市主板,18.51,0.49%,开,160682,1526,0万元,0.69,5824.0,3.14亿,31438,91314,-65.57%,缩量,92.92万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688683.SH,莱尔科技,科创板,43.68,1.58%,开,160426,1527,0万元,0.76,5252.0,120.09亿,1200884,3179264,-62.23%,缩量,67.78万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600970.SH,中材国际,沪市主板,8.55,0.94%,开,160392,1528,0万元,0.56,5567.0,6.54亿,65443,233887,-72.02%,缩量,224.17万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600336.SH,澳柯玛,沪市主板,8.2,1.74%,开,160284,1529,0万元,0.82,5160.0,6.34亿,63361,154806,-59.07%,缩量,65.44万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300504.SZ,天邑股份,创业板,17.61,1.32%,开,160166,1530,0万元,0.72,5355.0,3.03亿,30308,84005,-63.92%,缩量,38.43万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002248.SZ,华东数控,深市主板,12.19,0.16%,开,160151,1531,0万元,0.67,5933.0,4.85亿,48513,144147,-66.34%,缩量,37.48万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000912.SZ,泸天化,深市主板,3.98,1.02%,开,160126,1532,0万元,0.93,5505.0,13.93亿,139277,299399,-53.48%,缩量,62.41万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688100.SH,威胜信息,科创板,38.2,0.37%,开,160029,1533,0万元,0.66,5819.0,152.55亿,1525470,4636487,-67.10%,缩量,187.82万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300768.SZ,迪普科技,创业板,16.95,0.30%,开,160009,1534,0万元,1.11,5853.0,3.43亿,34323,61849,-44.51%,缩量,71.30万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301017.SZ,漱玉平民,创业板,13.69,1.18%,开,159872,1535,0万元,1.04,5396.0,3.99亿,39906,76426,-47.78%,缩量,35.42万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301233.SZ,盛帮股份,创业板,60.29,2.01%,开,159767,1536,0万元,1.0,4970.0,8240.00万,8240,16534,-50.16%,缩量,16.99万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300988.SZ,津荣天宇,创业板,28.8,0.35%,开,159652,1537,0万元,0.62,5791.0,2.01亿,20068,64300,-68.79%,缩量,31.17万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600785.SH,新华百货,沪市主板,16.46,0.49%,开,159652,1537,0万元,0.54,5721.0,3.48亿,34759,129917,-73.25%,缩量,37.14万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601825.SH,沪农商行,沪市主板,8.64,0.12%,开,159429,1538,0万元,0.84,5885.0,6.83亿,68328,162454,-57.94%,缩量,809.95万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300358.SZ,楚天科技,创业板,8.96,0.67%,开,159420,1539,0万元,0.65,5605.0,6.25亿,62456,191898,-67.45%,缩量,62.84万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
